ACC_or_GYR,milisecond,x,y,z
ACC,28,9.677659034729004,1.2258687019348145,1.2665714025497437
ACC,37,9.677659034729004,1.2258687019348145,1.2665714025497437
ACC,48,9.677659034729004,1.2258687019348145,1.2665714025497437
ACC,57,9.644139289855957,1.2809370756149292,1.240234375
ACC,67,9.54118537902832,1.2546000480651855,1.1684061288833618
ACC,77,9.469356536865234,1.223474383354187,1.0415095090866089
ACC,87,9.500482559204102,1.2665714025497437,0.9074301719665527
ACC,98,9.586676597595215,1.2641770839691162,0.73504239320755
ACC,109,9.694418907165527,1.3383996486663818,0.5746259689331055
ACC,124,9.787795066833496,1.3647366762161255,0.5147690773010254
ACC,127,9.854835510253906,1.393467903137207,0.5770202279090881
ACC,142,9.895537376403809,1.3838908672332764,0.73504239320755
ACC,147,9.909903526306152,1.381496548652649,0.9122186899185181
ACC,158,9.87159538269043,1.3431881666183472,1.0678465366363525
ACC,176,9.792584419250488,1.35037100315094,1.192348837852478
ACC,177,9.73272705078125,1.319245457649231,1.2210801839828491
ACC,192,9.696812629699707,1.3431881666183472,1.1899546384811401
ACC,197,9.680052757263184,1.3455824851989746,1.1061549186706543
ACC,209,9.665687561035156,1.333611011505127,1.0343266725540161
ACC,224,9.651321411132812,1.3264282941818237,0.9505270719528198
ACC,228,9.63216781616211,1.3407938480377197,0.9050358533859253
ACC,244,9.639349937438965,1.3360053300857544,0.9289786219596863
ACC,247,9.601041793823242,1.3647366762161255,1.0654523372650146
ACC,258,9.524425506591797,1.3360053300857544,1.2641770839691162
ACC,275,9.452596664428711,1.2546000480651855,1.4054392576217651
ACC,277,9.407105445861816,1.2450228929519653,1.3767080307006836
ACC,290,9.390345573425293,1.271359920501709,1.2809370756149292
GYR,291,-4.395334720611572,1.7157349586486816,-0.3953950107097626
ACC,308,9.416683197021484,1.2905141115188599,1.2258687019348145
GYR,309,-5.200335502624512,3.6057350635528564,0.969605028629303
ACC,309,9.416683197021484,1.2905141115188599,1.2258687019348145
GYR,309,-5.200335502624512,3.6057350635528564,0.969605028629303
ACC,326,9.500482559204102,1.319245457649231,1.2210801839828491
GYR,326,-5.550334930419922,3.6057350635528564,1.669605016708374
ACC,327,9.624984741210938,1.3264282941818237,1.252205729484558
GYR,328,-5.2703351974487305,2.4157350063323975,1.8796051740646362
ACC,341,9.653716087341309,1.3264282941818237,1.3120626211166382
GYR,342,-4.710334777832031,0.4207350015640259,1.5296050310134888
ACC,358,9.735121726989746,1.30009126663208,1.331216812133789
GYR,358,-2.8203349113464355,-3.359265089035034,0.6196050047874451
ACC,358,9.735121726989746,1.30009126663208,1.331216812133789
GYR,358,-2.8203349113464355,-3.359265089035034,0.6196050047874451
ACC,375,9.771035194396973,1.2953026294708252,1.2569942474365234
GYR,376,-2.4003350734710693,-4.444264888763428,0.23460499942302704
ACC,377,9.78300666809082,1.302485466003418,1.2593885660171509
GYR,378,-2.855335235595703,-4.269265174865723,0.1296049952507019
ACC,391,9.797372817993164,1.2593885660171509,1.3048797845840454
GYR,392,-4.920335292816162,-1.2592650651931763,0.05960499867796898
ACC,407,9.773429870605469,1.2474172115325928,1.3647366762161255
GYR,408,-6.110335350036621,1.1557350158691406,0.024605000391602516
ACC,409,9.775823593139648,1.2737542390823364,1.4437477588653564
GYR,409,-6.740334987640381,3.0457351207733154,0.1646050065755844
ACC,425,9.761458396911621,1.242628574371338,1.4700847864151
GYR,425,-6.285335063934326,3.570734977722168,0.1646050065755844
ACC,427,9.71117877960205,1.240234375,1.5179702043533325
GYR,427,-5.060335159301758,2.7307350635528564,-0.150395005941391
ACC,442,9.672870635986328,1.228263020515442,1.4796618223190308
GYR,442,-3.170335292816162,0.9107349514961243,-0.5003950595855713
ACC,447,9.641744613647461,1.223474383354187,1.3791022300720215
GYR,447,-1.0003349781036377,-1.2242649793624878,-0.6753950119018555
ACC,458,9.634561538696289,1.2378400564193726,1.2138973474502563
GYR,459,0.4346650242805481,-3.1492650508880615,-0.7453950047492981
ACC,474,9.615407943725586,1.3048797845840454,1.1229149103164673
GYR,474,0.9246650338172913,-4.444264888763428,-0.8853950500488281
ACC,477,9.586676597595215,1.3240339756011963,1.0917893648147583
GYR,477,0.3646650016307831,-4.6542649269104,-0.9903950691223145
ACC,491,9.579493522644043,1.3360053300857544,1.0870007276535034
GYR,491,-0.7203350067138672,-4.094264984130859,-0.8853950500488281
ACC,510,9.560338973999023,1.2929084300994873,1.1971373558044434
GYR,510,-2.5753350257873535,-1.8892651796340942,-0.4303950071334839
ACC,511,9.560338973999023,1.2929084300994873,1.1971373558044434
GYR,511,-2.5753350257873535,-1.8892651796340942,-0.4303950071334839
ACC,529,9.615407943725586,1.1851660013198853,1.2210801839828491
GYR,530,-2.2603349685668945,-1.8192651271820068,0.9346051216125488
ACC,531,9.615407943725586,1.1851660013198853,1.2210801839828491
GYR,531,-2.2603349685668945,-1.8192651271820068,0.9346051216125488
ACC,547,9.763853073120117,1.3407938480377197,1.2881197929382324
GYR,548,-2.050334930419922,-3.8492650985717773,1.5296050310134888
ACC,549,9.763853073120117,1.3407938480377197,1.2881197929382324
GYR,549,-2.050334930419922,-3.8492650985717773,1.5296050310134888
ACC,564,9.826104164123535,1.4700847864151,1.4006507396697998
GYR,567,-1.8753349781036377,-5.459265232086182,1.0046050548553467
ACC,569,9.826104164123535,1.52036452293396,1.503604531288147
GYR,570,-1.6303349733352661,-5.459265232086182,0.3396050035953522
ACC,580,9.778218269348145,1.441353440284729,1.5730385780334473
GYR,582,-2.155334949493408,-3.3242650032043457,-0.29039499163627625
ACC,596,9.890748977661133,1.594586968421936,1.611346960067749
GYR,598,-3.3803348541259766,0.6307350397109985,-0.2553950250148773
ACC,600,9.763853073120117,1.5754327774047852,1.5897984504699707
GYR,601,-4.010335445404053,4.375735282897949,-0.920395016670227
ACC,612,9.66329288482666,1.4605076313018799,1.5897984504699707
GYR,613,-3.5203349590301514,6.405735015869141,-2.215394973754883
ACC,618,9.526819229125977,1.3072741031646729,1.4796618223190308
GYR,621,-1.5253350734710693,5.635735034942627,-2.6703951358795166
ACC,630,9.409500122070312,1.1229149103164673,1.2306572198867798
GYR,632,1.169664978981018,3.500735282897949,-2.6703951358795166
ACC,649,9.330489158630371,0.9792584180831909,0.7541965842247009
GYR,650,5.2296648025512695,-2.5892648696899414,-2.460395097732544
ACC,651,9.330489158630371,0.9792584180831909,0.7541965842247009
GYR,651,5.2296648025512695,-2.5892648696899414,-2.460395097732544
ACC,664,9.320911407470703,0.9840469360351562,0.5889915823936462
GYR,665,5.9296650886535645,-4.899265289306641,-2.0403950214385986
ACC,670,9.289786338806152,0.967287003993988,0.48124924302101135
GYR,682,6.06966495513916,-5.144265174865723,-1.7603950500488281
ACC,683,9.23232364654541,0.8786988258361816,0.3782954216003418
GYR,683,6.06966495513916,-5.144265174865723,-1.7603950500488281
ACC,702,9.026415824890137,0.8571503758430481,0.1412622183561325
GYR,703,4.844665050506592,-1.5042650699615479,-0.5703950524330139
ACC,703,9.026415824890137,0.8571503758430481,0.1412622183561325
GYR,704,4.844665050506592,-1.5042650699615479,-0.5703950524330139
ACC,713,8.913885116577148,0.8619389533996582,0.06225114315748215
GYR,714,3.899665355682373,-1.0492650270462036,0.5146050453186035
ACC,718,8.85163402557373,0.924190104007721,0.04788549616932869
GYR,719,2.0096652507781982,-1.924264907836914,3.2096052169799805
ACC,730,8.894730567932129,1.0486923456192017,0.05506832152605057
GYR,731,-0.05533500015735626,-2.869264841079712,5.414605140686035
ACC,748,9.09345531463623,1.2138973474502563,0.17957061529159546
GYR,749,-5.7603349685668945,-3.674264907836914,9.719605445861816
ACC,750,9.368797302246094,1.3383996486663818,0.3543526828289032
GYR,751,-5.7603349685668945,-3.674264907836914,9.719605445861816
ACC,765,9.677659034729004,1.4988160133361816,0.5865973234176636
GYR,769,-8.77033519744873,-4.444264888763428,10.629605293273926
ACC,772,10.065531730651855,1.6065584421157837,1.0439038276672363
GYR,774,-10.730335235595703,-5.564265251159668,10.2796049118042
ACC,785,10.285804748535156,1.6376839876174927,1.3455824851989746
GYR,787,-11.255335807800293,-6.68426513671875,9.194604873657227
ACC,791,10.42467212677002,1.5754327774047852,1.6281068325042725
GYR,794,-10.450335502624512,-7.244265079498291,7.899604797363281
ACC,800,10.570723533630371,1.5179702043533325,1.831620216369629
GYR,804,-9.12033462524414,-6.509264945983887,6.359604835510254
ACC,814,10.721562385559082,1.4916331768035889,1.9441511631011963
GYR,815,-8.350336074829102,-4.724265098571777,4.784605026245117
ACC,818,10.800573348999023,1.4174107313156128,2.0303449630737305
GYR,830,-8.210334777832031,-2.4142651557922363,2.8246049880981445
ACC,832,10.747900009155273,1.3743137121200562,2.145270347595215
GYR,833,-7.370335102081299,1.3657349348068237,-0.6753950119018555
ACC,847,10.654522895812988,1.331216812133789,2.078230619430542
GYR,849,-2.0853350162506104,1.6457350254058838,-6.065394878387451
ACC,850,10.33368968963623,1.2043201923370361,1.8771114349365234
GYR,850,-2.0853350162506104,1.6457350254058838,-6.065394878387451
ACC,863,10.051165580749512,1.1564347743988037,1.5730385780334473
GYR,864,1.1346650123596191,-0.5942649841308594,-7.885395526885986
ACC,868,9.747093200683594,1.144463300704956,1.3216396570205688
GYR,869,3.75966477394104,-3.8492650985717773,-8.9703950881958
ACC,881,9.438231468200684,1.0941835641860962,1.0750293731689453
GYR,882,5.19466495513916,-6.999265193939209,-9.145394325256348
ACC,901,9.138946533203125,1.1755889654159546,1.0319324731826782
GYR,903,4.459664821624756,-9.064264297485352,-6.590395450592041
