ACC_or_GYR,milisecond,x,y,z
ACC,32,9.440625190734863,-0.31125572323799133,1.2737542390823364
ACC,40,9.440625190734863,-0.31125572323799133,1.2737542390823364
ACC,50,9.73272705078125,0.30886146426200867,0.7781392931938171
ACC,61,9.857229232788086,0.33280420303344727,0.7039167881011963
ACC,72,9.969759941101074,0.3495641350746155,0.6871568560600281
ACC,80,10.010462760925293,0.31604427099227905,0.7781392931938171
ACC,91,10.000885963439941,0.25139886140823364,0.9840469360351562
ACC,100,9.9003267288208,0.1532335877418518,1.2210801839828491
ACC,110,9.775823593139648,0.12689656019210815,1.4341706037521362
ACC,123,9.680052757263184,0.06225114315748215,1.5395187139511108
ACC,139,9.596253395080566,0.026337023824453354,1.6041641235351562
ACC,142,9.581888198852539,-0.0023942748084664345,1.582615613937378
ACC,158,9.598648071289062,-0.0071828244253993034,1.5658557415008545
ACC,161,9.66089916229248,0.05985686928033829,1.4581133127212524
ACC,174,9.727938652038574,0.07901106774806976,1.3240339756011963
ACC,189,9.785401344299316,0.11971373856067657,1.1636176109313965
ACC,191,9.842864036560059,0.1891477108001709,1.0367209911346436
ACC,206,9.869200706481934,0.19154198467731476,1.0175668001174927
ACC,210,9.864412307739258,0.20351335406303406,0.9505270719528198
ACC,223,9.811738014221191,0.18435916304588318,0.9529213905334473
ACC,239,9.778218269348145,0.20351335406303406,1.053480863571167
ACC,240,9.747093200683594,0.17238777875900269,1.1468576192855835
ACC,256,9.696812629699707,0.12689656019210815,1.283331274986267
ACC,260,9.66089916229248,0.15562786161899567,1.3958622217178345
ACC,272,9.608224868774414,0.13168510794639587,1.4174107313156128
GYR,273,-1.4316049814224243,3.3282549381256104,-0.7703850269317627
ACC,290,9.579493522644043,0.08619388937950134,1.3407938480377197
GYR,290,-0.20660500228405,0.14325501024723053,-0.4203850030899048
ACC,291,9.572310447692871,0.11013664305210114,1.3695251941680908
GYR,291,-0.20660500228405,0.14325501024723053,-0.4203850030899048
ACC,306,9.634561538696289,0.1364736706018448,1.472478985786438
GYR,307,-0.38160499930381775,-0.5917450189590454,-0.00038499999209307134
ACC,311,9.7016019821167,0.1364736706018448,1.5610672235488892
GYR,312,-0.34660500288009644,-0.6967450380325317,0.1396149843931198
ACC,323,9.75427532196045,0.15083931386470795,1.6520496606826782
GYR,323,1.4383950233459473,-1.5017451047897339,0.3846150040626526
ACC,340,9.850046157836914,0.19633053243160248,1.6209239959716797
GYR,340,5.043395042419434,-2.271744966506958,-0.1753849983215332
ACC,341,9.854835510253906,0.18196488916873932,1.35037100315094
GYR,341,5.043395042419434,-2.271744966506958,-0.1753849983215332
ACC,356,9.790189743041992,0.1771763414144516,1.1348862648010254
GYR,357,5.673395156860352,-2.7617452144622803,-0.4903850257396698
ACC,360,9.766246795654297,0.18675343692302704,1.0558751821517944
GYR,360,4.693395137786865,-2.6917450428009033,-0.6303849816322327
ACC,373,9.727938652038574,0.20351335406303406,1.0726351737976074
GYR,373,3.083395004272461,-1.8867449760437012,-0.4553849995136261
ACC,390,9.696812629699707,0.17478206753730774,1.0989720821380615
GYR,390,1.1933950185775757,-0.13674500584602356,-0.28038501739501953
ACC,391,9.689630508422852,0.14605076611042023,1.1516461372375488
GYR,391,1.1933950185775757,-0.13674500584602356,-0.28038501739501953
ACC,406,9.689630508422852,0.1364736706018448,1.252205729484558
GYR,407,0.9483950138092041,0.10825500637292862,0.20961500704288483
ACC,410,9.696812629699707,0.10774236917495728,1.3455824851989746
GYR,411,0.7733950018882751,0.45825499296188354,0.5596150159835815
ACC,423,9.723150253295898,0.08379961550235748,1.4557191133499146
GYR,423,1.1233949661254883,0.8432549834251404,0.839614987373352
ACC,440,9.744698524475098,0.08379961550235748,1.5275473594665527
GYR,440,4.518394947052002,0.3532550036907196,1.1546151638031006
ACC,441,9.785401344299316,0.09098244458436966,1.5251530408859253
GYR,441,4.518394947052002,0.3532550036907196,1.1546151638031006
ACC,457,9.78300666809082,0.06464541703462601,1.4964218139648438
GYR,458,6.6183953285217285,-1.2567449808120728,0.8746150135993958
ACC,460,9.775823593139648,0.07422251999378204,1.5107873678207397
GYR,461,8.683395385742188,-3.2517449855804443,0.5946150422096252
ACC,475,9.792584419250488,0.08140534162521362,1.6209239959716797
GYR,475,10.818395614624023,-4.721745014190674,0.20961500704288483
ACC,480,9.759063720703125,0.11492519080638885,1.8962656259536743
GYR,480,13.093395233154297,-5.526745319366455,0.06961500644683838
ACC,492,9.99370288848877,-0.11492519080638885,2.3200523853302
GYR,492,16.768394470214844,-5.7367448806762695,-0.24538500607013702
ACC,507,10.178062438964844,0.028731297701597214,2.8348214626312256
GYR,508,23.068395614624023,-5.2467451095581055,-1.4003850221633911
ACC,510,10.199610710144043,0.06943397223949432,3.3615617752075195
GYR,511,31.923397064208984,-6.331745147705078,-3.7103850841522217
ACC,527,9.99130916595459,-0.1412622183561325,3.778165578842163
GYR,528,43.43839645385742,-4.82674503326416,-5.6003851890563965
ACC,532,9.945817947387695,-0.282524436712265,3.814079761505127
GYR,533,56.8433952331543,-2.6217451095581055,-5.635385036468506
ACC,548,9.75427532196045,-0.42139238119125366,3.8284454345703125
GYR,549,77.14339447021484,-0.5917450189590454,-5.5303850173950195
ACC,567,9.47175121307373,-0.3184385597705841,3.2753679752349854
GYR,571,102.79840087890625,-1.2567449808120728,-5.985384941101074
ACC,573,9.227535247802734,-0.46927785873413086,2.9401695728302
GYR,575,111.40840148925781,-4.336745262145996,-6.545384883880615
ACC,585,9.016839027404785,-0.5363175868988037,2.7677817344665527
