ACC_or_GYR,milisecond,x,y,z
ACC,26,0.5315290093421936,1.4748733043670654,9.981731414794922
ACC,35,0.5315290093421936,1.4748733043670654,9.981731414794922
ACC,45,0.5315290093421936,1.4748733043670654,9.981731414794922
ACC,55,0.23463892936706543,0.9505270719528198,10.051165580749512
ACC,65,0.1005595400929451,0.9768640995025635,10.52283763885498
ACC,75,0.014365648850798607,0.9553156495094299,10.700014114379883
ACC,85,0.011971374042332172,0.9481328129768372,10.525232315063477
ACC,95,0.12689656019210815,0.967287003993988,10.039194107055664
ACC,106,0.22506183385849,1.0630580186843872,9.63216781616211
ACC,115,0.23224465548992157,1.1588289737701416,9.356825828552246
ACC,125,0.21548473834991455,1.252205729484558,9.23232364654541
ACC,141,0.22027328610420227,1.319245457649231,9.316123008728027
ACC,145,0.28013014793395996,1.3455824851989746,9.349642753601074
ACC,159,0.2944957911968231,1.3719195127487183,9.380768775939941
ACC,175,0.27534160017967224,1.398256540298462,9.416683197021484
ACC,175,0.27534160017967224,1.398256540298462,9.416683197021484
ACC,192,0.2490045726299286,1.3647366762161255,9.431048393249512
ACC,195,0.24421602487564087,1.319245457649231,9.51245403289795
ACC,209,0.2130904644727707,1.2162915468215942,9.519637107849121
ACC,225,0.19393625855445862,1.1684061288833618,9.514847755432129
ACC,226,0.17238777875900269,1.1420691013336182,9.574705123901367
ACC,243,0.16281068325042725,1.1851660013198853,9.601041793823242
ACC,245,0.1771763414144516,1.2067145109176636,9.66329288482666
ACC,259,0.1484450399875641,1.1947431564331055,9.7016019821167
ACC,276,0.2011190801858902,1.1684061288833618,9.747093200683594
ACC,276,0.2011190801858902,1.1684061288833618,9.747093200683594
ACC,293,0.15802213549613953,1.0917893648147583,9.739910125732422
GYR,293,-4.4073052406311035,5.6664652824401855,-2.5193002223968506
ACC,295,0.09337671846151352,1.0654523372650146,9.708784103393555
GYR,296,-4.26730489730835,5.946465015411377,-2.7642998695373535
ACC,309,0.08379961550235748,1.0893950462341309,9.670475959777832
GYR,310,-4.512304782867432,5.6664652824401855,-2.6943001747131348
ACC,325,0.10534809529781342,1.0750293731689453,9.656110763549805
GYR,326,-6.682305335998535,5.911465167999268,-2.2043001651763916
ACC,326,0.0885881707072258,1.053480863571167,9.699207305908203
GYR,326,-6.682305335998535,5.911465167999268,-2.2043001651763916
ACC,342,0.031125571578741074,1.022355318069458,9.742303848266602
GYR,343,-7.73230504989624,5.9814653396606445,-1.9943000078201294
ACC,346,0.031125571578741074,1.0295381546020508,9.797372817993164
GYR,347,-7.942304611206055,5.736464977264404,-1.4343000650405884
ACC,359,0.07182824611663818,1.039115309715271,9.78061294555664
GYR,360,-6.89230489730835,4.931465148925781,-0.6992999911308289
ACC,379,0.04309694468975067,1.1253091096878052,9.730332374572754
GYR,380,-2.167304754257202,0.31146499514579773,-0.17430001497268677
ACC,380,0.04309694468975067,1.1253091096878052,9.730332374572754
GYR,380,-2.167304754257202,0.31146499514579773,-0.17430001497268677
ACC,391,0.08379961550235748,1.1875603199005127,9.737515449523926
GYR,391,-0.8723049759864807,-0.8785350322723389,-0.3493000268936157
ACC,395,0.10774236917495728,1.1420691013336182,9.744698524475098
GYR,396,-0.13730500638484955,-1.0885350704193115,-0.48930004239082336
ACC,407,0.09577099233865738,1.1085492372512817,9.672870635986328
GYR,408,0.10769500583410263,-0.2835350036621094,-0.3143000304698944
ACC,424,0.10534809529781342,1.1564347743988037,9.605830192565918
GYR,425,0.0026950000319629908,0.5914649963378906,-0.10430000722408295
ACC,425,0.11492519080638885,1.1588289737701416,9.517242431640625
GYR,426,-0.41730499267578125,1.256464958190918,-0.17430001497268677
ACC,441,0.112530916929245,1.1779831647872925,9.514847755432129
GYR,442,-1.7473050355911255,1.4314650297164917,-0.5592999458312988
ACC,445,0.07422251999378204,1.149251937866211,9.66089916229248
GYR,446,-3.952305316925049,1.8514649868011475,-0.8043000102043152
ACC,458,0.08619388937950134,1.101366400718689,9.814132690429688
GYR,459,-5.8423051834106445,3.3564651012420654,-0.5592999458312988
ACC,475,0.05267404764890671,1.1468576192855835,9.773429870605469
GYR,476,-6.01730489730835,6.891465187072754,-0.38429999351501465
ACC,476,0.05267404764890671,1.1468576192855835,9.773429870605469
GYR,476,-6.01730489730835,6.891465187072754,-0.38429999351501465
ACC,492,0.04309694468975067,1.1277034282684326,9.744698524475098
GYR,493,-5.632305145263672,6.436465263366699,-0.2092999964952469
ACC,495,0.04309694468975067,1.0941835641860962,9.766246795654297
GYR,496,-5.177305221557617,5.596465110778809,0.3506999909877777
ACC,509,0.07182824611663818,1.0774236917495728,9.847652435302734
GYR,509,-4.302305221557617,4.266464710235596,0.5957000255584717
ACC,527,0.07182824611663818,1.0965778827667236,9.828497886657715
GYR,529,-0.8723049759864807,1.1514650583267212,-0.10430000722408295
ACC,532,0.05985686928033829,1.132491946220398,9.672870635986328
GYR,532,-0.8723049759864807,1.1514650583267212,-0.10430000722408295
ACC,551,0.028731297701597214,1.0558751821517944,9.653716087341309
GYR,556,-0.977304995059967,-0.9835349917411804,-0.8743000030517578
