ACC_or_GYR,milisecond,x,y,z
ACC,22,0.67518550157547,1.0654523372650146,10.501289367675781
ACC,38,0.67518550157547,1.0654523372650146,10.501289367675781
ACC,38,0.67518550157547,1.0654523372650146,10.501289367675781
ACC,48,0.2178790122270584,1.2043201923370361,9.457385063171387
ACC,58,0.16759923100471497,1.211503028869629,9.385557174682617
ACC,68,0.10295381397008896,1.2162915468215942,9.25387191772461
ACC,78,0.10534809529781342,1.240234375,9.172467231750488
ACC,88,0.13407939672470093,1.2689656019210815,9.136552810668945
ACC,100,0.16759923100471497,1.2785427570343018,9.13176441192627
ACC,108,0.20590762794017792,1.2689656019210815,9.189227104187012
ACC,118,0.241821750998497,1.3048797845840454,9.275420188903809
ACC,133,0.26337021589279175,1.3264282941818237,9.440625190734863
ACC,138,0.29928433895111084,1.3216396570205688,9.61061954498291
ACC,149,0.3208328187465668,1.3383996486663818,9.787795066833496
ACC,166,0.371112585067749,1.2953026294708252,10.034405708312988
ACC,168,0.39984390139579773,1.2761484384536743,10.144542694091797
ACC,185,0.40463244915008545,1.2761484384536743,10.197216033935547
ACC,188,0.36392977833747864,1.3096683025360107,10.33129596710205
ACC,203,0.2897072434425354,1.3527653217315674,10.565935134887695
ACC,208,0.3016786277294159,1.4509304761886597,10.738322257995605
ACC,219,0.42139238119125366,1.4317762851715088,10.75268840789795
ACC,233,0.483643501996994,1.4868446588516235,10.910710334777832
ACC,238,0.46448931097984314,1.611346960067749,11.200417518615723
ACC,249,0.44533511996269226,1.7406377792358398,11.42308521270752
ACC,266,0.483643501996994,1.764580488204956,11.37280559539795
ACC,268,0.5315290093421936,1.6759923696517944,11.229148864746094
ACC,283,0.483643501996994,1.6065584421157837,11.085492134094238
GYR,284,68.95339965820312,4.7632551193237305,-11.025385856628418
ACC,289,0.4477293789386749,1.594586968421936,11.255485534667969
GYR,289,76.09339904785156,5.813255310058594,-12.635384559631348
ACC,299,0.3735068738460541,1.6352896690368652,11.236331939697266
GYR,299,82.2533950805664,10.573254585266113,-13.545385360717773
ACC,316,0.3304099142551422,1.733454942703247,11.078310012817383
GYR,316,87.81839752197266,17.53825569152832,-13.3353853225708
