ACC_or_GYR,milisecond,x,y,z
ACC,25,9.577098846435547,-0.24661029875278473,0.9840469360351562
ACC,35,9.577098846435547,-0.24661029875278473,0.9840469360351562
ACC,45,9.577098846435547,-0.24661029875278473,0.9840469360351562
ACC,54,9.565128326416016,-0.011971374042332172,2.26019549369812
ACC,66,9.517242431640625,0.1005595400929451,1.5467015504837036
ACC,75,9.536396980285645,0.13407939672470093,1.4437477588653564
ACC,84,9.689630508422852,0.19633053243160248,1.2737542390823364
ACC,95,9.838075637817383,0.25618740916252136,1.3096683025360107
ACC,106,9.787795066833496,0.1652049571275711,1.35037100315094
ACC,115,9.66089916229248,0.028731297701597214,1.2953026294708252
ACC,124,9.433443069458008,-0.11013664305210114,1.2881197929382324
ACC,142,9.40231704711914,-0.10534809529781342,1.3216396570205688
ACC,144,9.426259994506836,-0.03830839693546295,1.484450340270996
ACC,159,9.579493522644043,-0.004788549616932869,1.6281068325042725
ACC,174,9.742303848266602,0.0023942748084664345,1.6448668241500854
ACC,175,9.797372817993164,0.05267404764890671,1.58022141456604
ACC,191,9.816526412963867,0.05746259540319443,1.4509304761886597
ACC,194,9.792584419250488,0.08140534162521362,1.381496548652649
ACC,209,9.797372817993164,0.112530916929245,1.3671308755874634
ACC,224,9.806949615478516,0.1532335877418518,1.4006507396697998
ACC,225,9.811738014221191,0.13168510794639587,1.4174107313156128
ACC,241,9.725543975830078,0.07901106774806976,1.4317762851715088
ACC,245,9.66089916229248,0.026337023824453354,1.441353440284729
ACC,257,9.639349937438965,0.05267404764890671,1.472478985786438
ACC,276,9.668081283569336,0.03351984918117523,1.6089526414871216
ACC,276,9.668081283569336,0.03351984918117523,1.6089526414871216
ACC,291,9.71117877960205,0.016759924590587616,1.6017698049545288
GYR,292,-5.920460224151611,0.807485044002533,0.3475150167942047
ACC,294,9.787795066833496,0.09337671846151352,1.642472505569458
GYR,295,-6.025460243225098,1.7874850034713745,0.6975150108337402
ACC,309,9.773429870605469,0.08619388937950134,1.7382434606552124
GYR,310,-5.955460071563721,2.102485179901123,0.557515025138855
ACC,314,9.766246795654297,0.08619388937950134,1.75021493434906
