ACC_or_GYR,milisecond,x,y,z
GYR,62,1.263395071029663,-1.746744990348816,-0.31538501381874084
ACC,63,9.59146499633789,-0.2298503816127777,1.0415095090866089
GYR,64,4.86839485168457,-3.2517449855804443,-3.010385036468506
ACC,64,9.59146499633789,-0.2298503816127777,1.0415095090866089
GYR,64,4.86839485168457,-3.2517449855804443,-3.010385036468506
ACC,64,9.59146499633789,-0.2298503816127777,1.0415095090866089
GYR,64,4.86839485168457,-3.2517449855804443,-3.010385036468506
ACC,64,9.59146499633789,-0.2298503816127777,1.0415095090866089
GYR,64,4.86839485168457,-3.2517449855804443,-3.010385036468506
ACC,65,9.59146499633789,-0.2298503816127777,1.0415095090866089
ACC,69,9.586676597595215,-0.20590762794017792,0.8499675393104553
GYR,70,5.043395042419434,-4.3017449378967285,-2.380384922027588
ACC,80,9.680052757263184,-0.1412622183561325,0.7374366521835327
GYR,80,3.8183951377868652,-4.9317450523376465,-1.9603849649429321
ACC,90,9.675264358520508,-0.11013664305210114,0.6608198285102844
GYR,90,1.613395094871521,-4.581745147705078,-1.995384931564331
ACC,101,9.71117877960205,-0.112530916929245,0.7326480746269226
GYR,101,-1.1516050100326538,-3.636744976043701,-2.0303852558135986
ACC,110,9.75188159942627,-0.09337671846151352,0.9553156495094299
GYR,110,-4.091605186462402,-3.1817450523376465,-1.6103850603103638
ACC,120,9.773429870605469,-0.10774236917495728,1.18037748336792
GYR,120,-5.561605453491211,-2.2367451190948486,-1.8203849792480469
ACC,134,9.720755577087402,-0.10534809529781342,1.3383996486663818
GYR,134,-5.141604900360107,-1.1517449617385864,-2.2753849029541016
ACC,150,9.486116409301758,-0.26337021589279175,1.41022789478302
GYR,151,-0.38160499930381775,-1.361744999885559,-2.1703851222991943
ACC,151,9.486116409301758,-0.26337021589279175,1.41022789478302
GYR,151,-0.38160499930381775,-1.361744999885559,-2.1703851222991943
ACC,170,9.538790702819824,-0.22266755998134613,1.1588289737701416
GYR,170,2.278395175933838,-1.4317450523376465,0.4546149969100952
ACC,170,9.538790702819824,-0.22266755998134613,1.1588289737701416
GYR,171,2.278395175933838,-1.4317450523376465,0.4546149969100952
ACC,183,9.634561538696289,-0.15083931386470795,1.0127782821655273
GYR,184,2.1033952236175537,-1.1167449951171875,1.1196149587631226
ACC,200,9.756669998168945,-0.0766167938709259,0.9936240315437317
GYR,201,-0.03160500153899193,-1.3967450857162476,1.2596149444580078
ACC,201,9.756669998168945,-0.0766167938709259,0.9936240315437317
GYR,201,-0.03160500153899193,-1.3967450857162476,1.2596149444580078
ACC,217,9.761458396911621,-0.06225114315748215,1.101366400718689
GYR,218,-0.9416049718856812,-2.271744966506958,0.839614987373352
ACC,220,9.821314811706543,-0.09337671846151352,1.2378400564193726
GYR,221,-1.0116050243377686,-3.041745185852051,0.5246150493621826
ACC,233,9.790189743041992,-0.11013664305210114,1.2354458570480347
GYR,233,-0.3116050064563751,-2.2367451190948486,0.20961500704288483
ACC,251,9.7016019821167,-0.112530916929245,0.9816526770591736
GYR,251,-0.9066049456596375,3.748255491256714,0.5946150422096252
ACC,251,9.7016019821167,-0.112530916929245,0.9816526770591736
GYR,252,-0.9066049456596375,3.748255491256714,0.5946150422096252
ACC,266,9.670475959777832,-0.14605076611042023,0.9624984860420227
GYR,267,-2.236604928970337,4.4482550621032715,1.0146150588989258
ACC,269,9.699207305908203,-0.18675343692302704,1.0462981462478638
GYR,270,-3.041604995727539,3.713254928588867,1.3996150493621826
ACC,282,9.78300666809082,-0.12929083406925201,1.1684061288833618
GYR,282,-2.971605062484741,2.243255138397217,1.9596149921417236
ACC,303,10.015251159667969,-0.06943397223949432,1.1755889654159546
GYR,304,-0.8716050386428833,-1.2217450141906738,1.2246150970458984
ACC,304,10.015251159667969,-0.06943397223949432,1.1755889654159546
GYR,304,-0.8716050386428833,-1.2217450141906738,1.2246150970458984
ACC,318,10.053560256958008,-0.07182824611663818,1.1540404558181763
GYR,319,0.0033950000070035458,-3.6017448902130127,-0.4203850030899048
ACC,320,9.919480323791504,-0.10295381397008896,1.1947431564331055
GYR,321,0.7033950090408325,-5.4917449951171875,-2.0303852558135986
ACC,334,9.857229232788086,-0.1771763414144516,1.132491946220398
GYR,334,1.263395071029663,-5.001745223999023,-3.255385160446167
ACC,350,9.670475959777832,-0.20351335406303406,1.1277034282684326
GYR,351,-0.5216050148010254,-1.0117450952529907,-2.310385227203369
ACC,351,9.670475959777832,-0.20351335406303406,1.1277034282684326
GYR,351,-0.5216050148010254,-1.0117450952529907,-2.310385227203369
ACC,366,9.646533012390137,-0.1532335877418518,1.2569942474365234
GYR,366,-2.411604881286621,2.0682549476623535,-1.120384931564331
ACC,369,9.639349937438965,-0.15083931386470795,1.3719195127487183
GYR,369,-2.061605215072632,2.6282551288604736,-0.4903850257396698
ACC,383,9.656110763549805,-0.15802213549613953,1.3216396570205688
GYR,383,-0.45160502195358276,1.6832549571990967,0.03461499884724617
ACC,400,9.708784103393555,-0.1604164093732834,1.240234375
GYR,400,1.7183949947357178,-1.0117450952529907,0.1396149843931198
ACC,401,9.756669998168945,-0.13886794447898865,1.1899546384811401
GYR,401,3.6783950328826904,-4.861745357513428,-0.5253849625587463
ACC,417,9.737515449523926,-0.13407939672470093,1.113337755203247
GYR,417,5.043395042419434,-8.046745300292969,-1.225385069847107
ACC,419,9.703995704650879,-0.14605076611042023,1.0798178911209106
GYR,420,5.078394889831543,-8.641744613647461,-1.6453850269317627
ACC,434,9.648927688598633,-0.17238777875900269,1.039115309715271
GYR,435,4.168395519256592,-6.506745338439941,-1.750385046005249
ACC,439,9.641744613647461,-0.2298503816127777,1.0199611186981201
GYR,440,2.9783949851989746,-3.531745195388794,-1.225385069847107
ACC,450,9.680052757263184,-0.18675343692302704,1.0032011270523071
GYR,451,1.9283950328826904,-1.0467449426651,0.10461500287055969
ACC,467,9.761458396911621,-0.12210801243782043,1.0032011270523071
GYR,467,1.05339515209198,1.2982550859451294,0.9796149730682373
ACC,469,9.806949615478516,-0.06225114315748215,1.0367209911346436
GYR,470,-0.5566050410270691,3.118255138397217,1.1546151638031006
ACC,484,9.864412307739258,-0.05746259540319443,1.039115309715271
GYR,485,-1.0466049909591675,3.3982551097869873,0.629615068435669
ACC,489,9.87398910522461,-0.06703969836235046,1.022355318069458
GYR,489,-0.6266050338745117,2.7682552337646484,0.20961500704288483
ACC,500,9.787795066833496,-0.09577099233865738,1.0750293731689453
GYR,501,0.0033950000070035458,1.5432549715042114,-0.4553849995136261
ACC,517,9.706390380859375,-0.11731946468353271,1.1205205917358398
GYR,518,0.5983949899673462,0.21325500309467316,-1.0853850841522217
ACC,520,9.665687561035156,-0.1245022863149643,1.18037748336792
GYR,521,1.298395037651062,-1.6767449378967285,-0.8403850197792053
ACC,540,9.71117877960205,-0.11971373856067657,1.1731946468353271
GYR,542,3.4683949947357178,-3.8117451667785645,0.3846150040626526
ACC,543,9.71117877960205,-0.11971373856067657,1.1731946468353271
GYR,543,3.4683949947357178,-3.8117451667785645,0.3846150040626526
ACC,558,9.78300666809082,-0.11971373856067657,1.101366400718689
GYR,560,4.308394908905029,-2.831744909286499,0.5246150493621826
ACC,563,9.792584419250488,-0.09337671846151352,1.0175668001174927
