ACC_or_GYR,milisecond,x,y,z
ACC,24,0.0023942748084664345,1.8076775074005127,9.208380699157715
ACC,38,0.0023942748084664345,1.8076775074005127,9.208380699157715
ACC,43,0.0023942748084664345,1.8076775074005127,9.208380699157715
ACC,53,0.1652049571275711,1.489238977432251,10.5204439163208
ACC,64,0.26337021589279175,1.7095122337341309,10.462981224060059
ACC,73,0.25618740916252136,1.9249969720840454,10.146936416625977
ACC,84,0.33280420303344727,2.0686533451080322,9.63216781616211
ACC,93,0.4142095446586609,1.9609110355377197,9.191620826721191
ACC,103,0.3208328187465668,1.9082369804382324,8.930644989013672
ACC,113,0.23224465548992157,1.8028889894485474,8.906702041625977
ACC,126,0.7518022656440735,1.8507744073867798,9.194015502929688
ACC,141,0.5339232683181763,1.872322916984558,9.419076919555664
ACC,143,0.33519846200942993,1.8986599445343018,9.488511085510254
ACC,158,0.3064671754837036,1.903448462486267,9.51245403289795
ACC,163,0.3495641350746155,1.922602653503418,9.603436470031738
ACC,175,0.3830839693546295,1.8890827894210815,9.816526412963867
ACC,191,0.3974496126174927,1.8148603439331055,9.83328628540039
ACC,193,0.3543526828289032,1.7669748067855835,9.771035194396973
ACC,208,0.28731298446655273,1.7789461612701416,9.656110763549805
ACC,213,0.241821750998497,1.7909175157546997,9.536396980285645
ACC,227,0.26337021589279175,1.7909175157546997,9.447808265686035
ACC,242,0.25618740916252136,1.7478206157684326,9.354432106018066
ACC,244,0.20830190181732178,1.733454942703247,9.431048393249512
ACC,258,0.19633053243160248,1.7262721061706543,9.557945251464844
ACC,263,0.16759923100471497,1.7310607433319092,9.715967178344727
ACC,274,0.1364736706018448,1.6927522420883179,9.794978141784668
ACC,290,0.12689656019210815,1.6472610235214233,9.859623908996582
GYR,291,0.1196649968624115,1.4707350730895996,-1.5153950452804565
ACC,293,0.14605076611042023,1.6328954696655273,9.864412307739258
GYR,294,1.5546650886535645,2.695735216140747,-0.9903950691223145
ACC,308,0.1364736706018448,1.6400781869888306,9.799766540527344
GYR,309,3.409665107727051,3.255734920501709,-0.5703950524330139
ACC,313,0.13407939672470093,1.6352896690368652,9.68244743347168
GYR,313,5.089664936065674,3.6757349967956543,-0.11539500951766968
ACC,324,0.11492519080638885,1.6664152145385742,9.577098846435547
GYR,324,6.034665107727051,3.5357348918914795,0.1296049952507019
ACC,341,0.05746259540319443,1.6807808876037598,9.505270957946777
GYR,341,6.174665451049805,2.5907351970672607,0.26960498094558716
ACC,343,0.023942748084664345,1.659232497215271,9.498087882995605
GYR,343,5.8596649169921875,0.9807350039482117,0.6546050310134888
ACC,359,0.023942748084664345,1.6855695247650146,9.529213905334473
GYR,359,5.2996649742126465,-0.1392650157213211,1.634605050086975
ACC,364,0.0885881707072258,1.6855695247650146,9.545973777770996
GYR,364,4.809665203094482,-0.31426501274108887,2.474605083465576
ACC,375,0.11731946468353271,1.7573976516723633,9.478934288024902
GYR,375,4.284664630889893,0.4207350015640259,3.104605197906494
ACC,392,0.11971373856067657,1.8244373798370361,9.387951850891113
GYR,392,3.199664831161499,0.6307350397109985,2.789605140686035
ACC,393,0.15802213549613953,1.872322916984558,9.364008903503418
GYR,394,1.6246650218963623,0.10573500394821167,2.6496050357818604
ACC,408,0.22506183385849,1.92020845413208,9.356825828552246
GYR,408,-0.23033501207828522,-0.20926500856876373,2.36960506439209
ACC,413,0.2897072434425354,1.934574007987976,9.416683197021484
GYR,414,-2.225335121154785,0.03573499992489815,1.914604902267456
ACC,426,0.2944957911968231,1.934574007987976,9.517242431640625
GYR,427,-3.660335063934326,0.8757349848747253,1.4946050643920898
ACC,441,0.2968900799751282,1.9465453624725342,9.572310447692871
GYR,441,-4.115335464477539,1.6807351112365723,1.2146049737930298
ACC,443,0.30886146426200867,1.9800652265548706,9.615407943725586
GYR,443,-3.9403347969055176,2.3457350730895996,0.6546050310134888
ACC,458,0.2490045726299286,1.9920365810394287,9.584281921386719
GYR,459,-3.415334939956665,2.8357348442077637,-0.1853950172662735
ACC,463,0.19633053243160248,1.939362645149231,9.569916725158691
GYR,463,-2.7153351306915283,2.9757349491119385,-0.8503950238227844
ACC,474,0.19393625855445862,1.8962656259536743,9.586676597595215
GYR,475,-2.0853350162506104,2.695735216140747,-0.8503950238227844
ACC,491,0.2130904644727707,1.872322916984558,9.596253395080566
GYR,491,-0.4403350055217743,1.6107350587844849,-0.36039501428604126
ACC,493,0.2130904644727707,1.8866885900497437,9.579493522644043
GYR,493,0.8896650075912476,0.770734965801239,-0.36039501428604126
ACC,508,0.22027328610420227,1.8962656259536743,9.538790702819824
GYR,508,2.1146650314331055,0.1757350116968155,-0.3953950107097626
ACC,513,0.22506183385849,1.8555629253387451,9.510059356689453
GYR,513,2.8146650791168213,-0.5242649912834167,-0.4303950071334839
ACC,524,0.23224465548992157,1.8771114349365234,9.567522048950195
GYR,525,2.954665184020996,-1.2592650651931763,-0.36039501428604126
ACC,547,0.20351335406303406,1.7957061529159546,9.677659034729004
GYR,550,2.7446649074554443,-1.2942650318145752,-0.4303950071334839
